Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn
1,0,1,1,58,1,1,1,0,1,0,0,1,0,0,1,2,3970.4,0
1,0,0,0,70,0,2,1,1,1,1,1,0,0,2,1,2,3058.15,0
0,0,1,1,61,1,0,2,0,1,0,1,1,1,1,1,2,6145.2,0
0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,129.2,0
1,0,1,1,46,1,1,0,0,0,0,0,0,0,1,0,1,1165.9,0
1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,49.95,1
1,0,1,0,22,1,0,2,0,0,0,0,0,0,0,1,0,1554.0,1
1,0,0,0,48,1,0,2,1,0,1,1,1,1,2,1,3,4904.25,0
0,0,0,0,64,1,1,1,0,1,1,1,1,1,2,0,3,5632.55,0
0,0,1,1,72,1,1,0,0,0,0,0,0,0,2,0,2,1643.25,0
1,0,1,1,12,1,0,1,0,0,1,0,1,0,0,1,3,740.55,0
1,1,1,0,34,1,1,2,0,1,1,0,0,1,0,1,0,3217.55,1
1,0,1,1,72,1,0,1,1,1,1,0,0,1,2,0,3,4888.2,0
0,0,1,0,29,1,1,2,0,1,1,0,0,0,0,1,0,2440.25,0
0,0,1,1,33,1,0,0,0,0,0,0,0,0,1,0,3,620.55,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,20.35,0
1,0,1,1,62,1,1,2,0,1,1,1,1,1,1,1,0,6840.95,0
0,0,1,0,41,1,1,1,0,0,1,0,1,1,1,1,0,3001.2,1
1,0,0,0,64,1,1,2,0,0,1,0,1,1,1,1,3,6254.2,1
1,0,0,0,4,1,0,2,0,0,1,0,0,1,0,1,3,319.6,0
1,0,0,0,24,1,1,2,1,0,0,1,0,0,0,1,0,1938.05,0
1,0,1,1,14,1,0,0,0,0,0,0,0,0,1,0,1,294.5,0
0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,58.3,0
1,1,0,0,4,1,0,2,0,1,1,0,1,1,0,1,3,442.85,1
1,0,0,1,18,0,2,1,0,0,0,0,0,1,0,1,0,553.0,1
0,0,0,0,8,1,0,1,0,0,0,0,1,1,0,1,0,546.45,0
1,0,0,0,35,1,1,0,0,0,0,0,0,0,2,0,2,797.1,0
1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,76.0,1
0,0,0,1,66,1,1,0,0,0,0,0,0,0,2,1,3,1673.8,0
0,0,0,1,8,0,2,1,1,0,0,1,0,1,2,1,1,343.45,0
1,0,1,0,71,1,1,2,1,0,1,0,1,1,1,1,3,7412.25,0
1,0,1,1,43,1,1,2,0,0,1,0,0,1,0,1,2,4039.0,0
1,1,0,0,2,1,1,2,0,0,0,0,1,1,0,1,0,170.85,1
0,1,0,0,29,1,0,2,0,1,1,0,1,1,0,1,2,2948.6,0
1,0,1,0,15,1,0,2,0,0,1,0,1,0,0,1,0,1308.4,1
0,0,1,1,65,1,1,2,1,1,1,1,0,0,2,0,3,6078.75,0
0,0,0,0,35,1,1,2,0,0,1,1,1,0,0,0,0,3418.2,0
0,0,0,0,64,1,0,2,1,1,0,0,1,1,1,1,3,6603.8,0
1,0,1,1,58,0,2,1,0,0,1,1,1,1,2,1,3,3166.9,0
1,1,0,0,18,1,0,1,0,1,0,0,0,0,0,1,3,865.75,0
0,0,1,1,67,1,1,2,0,1,0,0,0,1,0,1,2,6373.1,0
0,0,1,1,63,1,0,0,0,0,0,0,0,0,2,1,1,1177.05,0
1,0,1,0,60,1,1,2,0,1,0,0,1,1,0,1,0,5985.75,0
0,1,0,0,9,1,1,2,0,0,0,0,0,1,0,1,3,732.5,1
1,0,1,1,70,1,1,2,1,1,1,1,1,1,2,1,3,7869.05,0
0,0,1,0,15,1,1,2,0,0,1,0,1,1,0,1,0,1504.05,1
1,0,0,1,48,1,0,0,0,0,0,0,0,0,1,0,1,936.7,0
0,0,1,0,12,1,0,1,0,0,1,1,1,1,0,1,0,741.4,0
0,1,1,0,71,1,1,2,1,1,1,1,0,0,1,1,0,6585.2,0
0,1,0,0,44,1,0,2,0,0,1,0,0,0,0,0,0,3122.4,0
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,50.45,1
0,0,1,1,45,1,1,0,0,0,0,0,0,0,2,0,1,1088.25,0
1,0,0,0,23,1,1,0,0,0,0,0,0,0,1,0,3,615.35,0
1,0,1,0,43,1,1,1,0,0,0,1,1,0,1,1,2,2908.2,0
0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,2,739.9,0
0,0,1,0,9,1,0,1,1,1,0,1,1,0,0,1,1,593.85,0
0,0,0,0,12,1,1,2,0,0,0,1,1,1,0,1,1,1132.75,1
1,1,1,0,65,1,1,2,1,1,1,0,1,1,0,1,3,7227.45,0
1,0,0,0,2,1,1,2,0,0,1,0,1,0,0,1,0,193.6,1
0,0,0,0,27,1,1,1,0,0,0,0,0,0,0,0,1,1291.35,0
1,0,0,0,40,1,0,1,0,0,1,0,0,0,1,1,1,2023.55,0
1,1,0,0,5,1,0,2,0,0,1,0,0,0,0,1,3,349.65,1
0,0,1,1,8,1,0,0,0,0,0,0,0,0,1,0,3,153.95,0
1,1,1,0,58,1,1,2,0,1,0,0,1,1,1,1,2,5458.8,0
1,0,1,1,52,1,0,2,1,0,1,0,1,1,1,0,0,5244.45,0
0,0,1,0,3,1,0,1,0,0,1,1,0,0,0,1,1,154.55,0
0,0,0,1,41,1,0,2,1,1,1,1,1,1,2,1,0,4507.15,0
0,0,0,0,20,1,1,2,0,0,0,1,1,1,0,1,1,2031.95,0
0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,50.05,0
0,0,0,1,4,1,1,2,0,0,0,1,0,0,0,0,3,332.45,1
0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,473.9,0
1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2,106.8,0
0,0,1,1,8,1,0,0,0,0,0,0,0,0,0,1,1,152.6,0
0,0,0,0,18,1,1,1,1,0,1,0,1,0,0,0,1,1199.4,0
0,1,0,0,52,0,2,1,1,0,0,0,1,1,0,1,3,2555.05,0
0,0,0,0,31,1,0,2,0,1,0,0,1,1,0,1,0,2979.2,0
0,0,1,1,29,1,0,0,0,0,0,0,0,0,0,1,1,654.85,0
1,0,1,0,36,1,1,2,1,1,1,1,0,1,2,1,3,3834.4,0
1,0,1,0,16,1,1,2,0,1,0,0,1,1,0,1,0,1534.75,1
0,0,1,0,42,1,1,2,0,0,1,1,1,1,1,1,0,4586.15,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20.55,1
1,0,0,0,60,1,0,2,0,1,1,0,1,1,2,1,0,5941.05,0
0,0,0,0,5,1,1,2,0,1,1,0,0,0,0,1,0,424.15,1
0,0,1,0,22,1,1,2,1,0,0,1,1,0,0,0,3,2234.95,0
0,0,1,0,36,1,0,0,0,0,0,0,0,0,1,0,1,666.75,0
1,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,281.0,1
0,0,0,0,9,1,0,1,1,0,0,1,0,1,0,0,1,547.8,0
0,0,1,1,1,1,0,2,0,1,0,0,0,0,0,0,3,74.6,0
0,0,1,1,12,1,0,1,1,0,0,0,0,0,0,1,0,571.15,0
1,0,0,0,23,1,1,1,0,0,0,1,1,1,1,1,1,1756.6,0
0,0,0,0,62,1,1,2,1,1,0,0,0,1,1,1,2,5731.45,0
0,0,0,0,37,1,1,2,0,0,0,1,1,1,0,0,2,3475.55,1
1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,156.85,0
0,0,1,0,31,1,1,2,0,0,1,0,1,0,0,0,3,2683.2,0
0,0,1,1,13,1,1,2,0,0,0,0,0,0,0,1,3,896.75,1
1,0,0,0,24,1,1,2,0,0,1,0,1,1,0,1,0,2407.3,1
0,0,1,1,45,1,1,2,0,1,1,0,0,1,0,1,2,4456.65,0
1,1,1,0,69,1,1,2,0,1,0,1,1,1,2,0,3,6998.95,0
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,36.8,0
0,0,1,1,61,1,1,2,1,1,0,0,1,1,1,1,0,6547.7,1
0,0,0,0,41,1,1,2,0,1,1,0,1,1,0,1,0,4346.4,1
1,0,0,0,44,0,2,1,0,0,1,0,1,1,1,1,0,2265.0,0
0,0,0,0,39,0,2,1,0,0,1,1,0,0,1,0,1,1309.15,0
0,0,1,1,72,0,2,1,1,1,1,1,1,1,2,1,3,4754.3,0
1,1,0,0,13,1,0,2,0,0,1,0,1,1,0,1,0,1235.55,0
1,0,1,1,51,1,0,1,1,1,0,1,0,1,1,1,3,3562.5,0
1,1,1,0,71,1,0,2,0,1,1,0,1,1,2,1,0,7213.75,0
0,1,0,0,22,1,1,2,0,0,0,0,1,1,0,1,0,2082.95,1
1,0,0,0,2,1,0,1,0,1,0,1,0,0,0,1,3,102.75,1
1,0,0,0,56,1,1,2,0,1,1,0,1,1,1,1,0,5914.4,0
0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,51.25,0
1,0,1,1,23,1,0,1,1,1,0,1,0,0,1,1,1,1282.85,0
1,1,1,0,66,1,1,1,0,1,1,0,1,0,1,1,2,4738.85,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,19.55,0
0,1,0,0,19,1,1,2,0,1,0,0,1,0,0,1,0,1775.8,1
0,0,0,0,11,1,0,2,1,0,1,0,0,0,0,1,2,795.65,0
1,0,1,1,8,1,0,0,0,0,0,0,0,0,1,1,1,145.0,1
1,0,1,1,52,1,1,2,1,1,1,0,0,1,0,0,2,4993.4,0
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,61.45,0
1,0,1,1,51,1,0,2,1,1,0,0,0,0,0,1,2,4018.55,0
0,1,0,0,15,1,1,2,0,0,0,0,0,0,0,0,0,1146.65,1
0,1,1,0,64,1,1,2,0,1,1,0,0,1,0,1,0,6081.4,0
1,0,0,0,37,0,2,1,0,0,1,0,0,1,0,1,3,1478.85,0
0,0,0,0,13,1,0,0,0,0,0,0,0,0,2,0,1,243.65,0
0,0,1,0,49,1,1,1,1,0,0,0,0,0,1,1,0,2633.95,0
1,1,0,0,45,1,1,2,0,0,1,0,1,1,1,1,2,4735.35,0
1,0,0,0,18,1,0,2,0,0,0,0,0,0,0,1,0,1247.75,0
0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,74.7,1
0,0,1,0,68,0,2,1,1,0,1,0,1,1,2,1,2,3794.5,0
0,0,0,0,54,1,0,0,0,0,0,0,0,0,2,0,3,1008.7,0
1,1,1,1,23,1,0,2,0,1,1,0,0,1,0,1,2,2130.55,0
0,0,0,0,17,1,0,2,0,0,1,0,0,0,0,1,0,1313.55,1
0,0,1,0,71,1,1,1,1,1,1,1,0,1,2,0,3,5727.15,0
1,0,1,1,67,1,0,0,0,0,0,0,0,0,2,1,2,1372.9,0
1,0,1,1,14,1,1,2,0,0,0,0,1,0,0,1,0,1203.9,0
1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,25.8,1
1,0,0,1,63,1,0,0,0,0,0,0,0,0,2,0,3,1215.1,0
1,0,0,0,41,1,1,1,0,0,1,1,0,1,1,1,0,2877.05,0
1,0,1,0,17,1,1,2,0,0,0,0,1,1,0,0,0,1579.7,0
0,0,1,0,56,1,1,2,1,0,0,0,1,1,1,1,0,5514.95,0
1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,96.1,0
1,0,0,0,2,0,2,1,1,1,0,0,0,1,0,1,0,72.4,1
1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,1,55.25,0
0,0,0,0,37,1,1,1,1,1,1,1,0,0,1,0,0,2443.3,0
1,0,0,0,29,1,0,1,1,1,1,0,0,1,0,1,2,1970.5,1
0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1,335.4,0
1,0,0,0,63,1,1,2,0,1,1,1,1,1,0,1,3,7002.95,0
1,0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,1,158.95,0
1,0,0,0,3,1,0,2,0,1,0,0,1,1,0,0,0,293.15,0
0,0,1,1,72,1,0,0,0,0,0,0,0,0,2,0,2,1493.75,0
1,0,0,0,19,1,0,1,0,0,0,0,0,1,0,1,0,1093.4,0
1,0,1,0,59,1,0,0,0,0,0,0,0,0,2,0,2,1057.85,0
0,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,3,190.05,1
1,0,1,1,35,1,1,0,0,0,0,0,0,0,0,1,0,882.55,0
0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,3,300.4,0
1,0,0,0,14,1,0,2,0,0,1,0,0,0,0,0,0,1025.95,1
1,0,1,1,69,1,0,0,0,0,0,0,0,0,2,0,3,1436.95,0
0,1,1,0,7,1,1,1,1,1,0,1,0,0,0,0,0,475.0,0
0,0,1,1,69,1,0,1,1,1,1,1,1,0,2,1,2,5388.15,0
1,0,1,1,72,1,1,1,0,1,0,1,1,1,2,1,0,5730.15,0
0,0,0,0,8,1,1,2,0,1,0,0,1,1,0,0,0,819.55,1
1,0,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,217.1,0
0,0,1,1,63,1,0,2,0,1,1,0,0,0,0,1,3,4896.35,0
0,0,0,0,72,1,0,0,0,0,0,0,0,0,2,0,2,1434.1,0
1,0,0,0,46,1,0,0,0,0,0,0,0,0,2,1,0,937.1,0
1,0,1,0,5,1,0,2,0,0,0,0,0,0,0,0,0,330.15,1
0,0,1,0,30,1,0,1,0,0,1,0,0,0,0,1,1,1474.9,0
0,0,0,0,63,1,1,2,0,1,1,0,1,1,2,1,2,6536.5,0
1,0,0,0,60,1,0,0,0,0,0,0,0,0,2,0,2,1128.1,0
1,0,1,0,63,1,1,2,0,1,1,0,1,1,1,1,0,6873.75,1
0,0,1,1,25,1,0,2,0,0,0,1,1,0,0,0,0,2199.05,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,45.85,1
0,1,1,0,6,1,1,2,0,0,1,0,0,0,0,1,0,457.1,0
0,0,0,0,22,1,1,0,0,0,0,0,0,0,2,0,1,566.5,0
1,0,1,1,31,1,1,1,0,1,0,1,1,1,2,0,2,2471.6,0
1,0,1,1,39,1,0,2,0,0,1,1,0,0,0,1,2,3107.3,0
0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,1,518.3,0
1,0,1,0,53,1,0,2,1,1,1,0,1,1,1,1,2,5769.75,1
1,0,0,0,1,1,0,2,0,1,0,1,1,0,0,0,0,91.7,1
0,0,0,0,12,1,1,1,1,1,0,1,0,0,0,1,0,832.3,0
1,0,0,0,16,1,1,2,0,1,1,0,0,1,0,1,3,1555.65,1
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,45.3,0
0,0,0,1,39,0,2,1,1,0,0,1,1,0,1,0,2,1790.6,0
0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,74.95,1
1,0,1,1,7,0,2,1,1,0,0,1,0,0,0,0,1,246.6,0
0,1,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,261.65,0
0,1,0,0,10,1,1,2,0,0,0,0,1,1,0,1,0,898.35,1
1,0,0,0,55,1,0,2,0,1,1,0,0,0,0,1,0,4509.5,0
0,0,1,1,72,1,0,1,0,1,1,0,1,1,2,1,2,5480.25,0
1,0,1,0,10,1,0,1,0,0,1,0,1,1,0,1,3,653.15,0
0,1,0,0,11,1,1,2,0,1,1,1,1,1,0,1,0,1183.05,0
1,0,1,1,15,1,0,1,0,0,0,0,0,0,0,0,0,639.45,0
1,0,1,1,23,1,0,0,0,0,0,0,0,0,2,0,2,478.75,0
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,20.05,0
1,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,127.1,1
0,0,1,1,47,1,0,2,1,1,1,0,0,1,1,1,0,4391.45,0
1,0,0,1,15,1,0,0,0,0,0,0,0,0,1,0,1,270.6,0
0,0,0,0,66,1,0,2,0,1,1,0,1,1,0,0,0,6710.5,1
1,1,1,0,68,1,0,1,0,1,1,1,0,0,1,1,2,3975.9,0
1,0,1,1,17,1,0,2,0,0,1,1,1,1,1,0,2,1704.95,1
1,0,0,0,7,1,0,1,0,0,0,1,1,0,0,1,1,415.95,1
0,1,1,0,12,1,0,2,0,0,0,0,0,1,0,1,0,950.2,1
1,1,1,0,21,1,1,1,0,1,1,0,0,1,1,0,2,1497.05,0
0,0,0,0,21,0,2,1,0,1,0,1,0,0,0,1,1,780.15,0
1,0,1,1,56,1,1,1,1,0,0,0,1,0,1,0,2,3512.15,0
1,0,1,1,6,1,1,1,0,0,0,0,0,0,0,1,3,273.25,0
1,1,0,0,65,0,2,1,0,1,1,0,1,1,2,1,2,3517.9,0
0,0,1,0,42,1,1,1,1,0,0,1,1,1,1,0,3,3375.9,0
1,0,1,1,68,1,1,2,1,0,1,1,1,1,2,1,2,7508.55,0
0,0,1,1,48,1,1,0,0,0,0,0,0,0,2,0,2,1245.05,0
1,1,0,0,50,1,1,2,0,1,0,1,1,1,1,1,0,5347.95,0
1,1,0,0,7,1,0,1,0,1,1,0,1,0,0,1,0,493.65,0
1,0,1,1,63,1,0,0,0,0,0,0,0,0,2,0,0,1263.85,0
0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,3,385.55,0
1,0,1,1,42,1,0,2,0,0,0,0,1,0,0,1,3,3384.0,1
0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,1,84.2,0
1,0,0,1,62,1,1,0,0,0,0,0,0,0,2,0,2,1638.7,0
0,1,0,0,2,1,0,2,0,1,0,0,0,0,0,1,0,165.4,1
1,0,1,0,2,1,0,2,0,0,0,0,0,0,0,1,0,120.25,0
0,0,1,0,48,1,1,2,1,1,1,0,1,0,2,1,2,4473.45,0
0,0,1,0,27,1,0,0,0,0,0,0,0,0,2,0,2,520.55,0
1,0,1,1,70,1,0,1,0,1,1,1,1,1,2,1,2,5717.85,0
0,1,0,0,1,1,1,2,0,0,1,0,1,0,0,1,0,88.8,1
0,0,1,0,46,1,1,2,0,1,1,0,1,0,1,1,0,4312.5,0
0,0,0,0,30,1,0,2,0,0,0,0,1,1,0,1,0,2755.35,1
1,0,0,0,15,1,1,1,1,0,0,0,0,1,0,1,2,994.55,1
0,0,1,1,69,1,1,2,0,1,1,0,1,0,1,0,3,6511.25,0
0,0,0,0,65,1,0,0,0,0,0,0,0,0,2,1,3,1218.65,0
0,1,1,1,72,1,0,2,1,0,1,1,1,1,2,1,3,7447.7,0
0,1,1,0,13,1,0,2,0,1,0,1,0,1,0,1,2,1169.35,1
0,0,0,0,17,1,0,0,0,0,0,0,0,0,1,1,1,279.5,0
0,0,1,0,51,1,1,2,1,0,1,1,1,1,1,1,0,5720.35,0
0,0,1,1,51,1,0,1,1,1,0,1,0,0,2,0,3,3121.45,0
1,0,1,0,72,1,1,1,1,1,1,1,1,1,2,1,2,6468.6,0
0,0,1,1,67,1,1,2,0,1,1,0,0,0,1,0,0,5918.8,1
0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,1,675.6,0
0,0,1,0,67,0,2,1,1,1,0,1,0,1,2,1,2,3521.7,0
1,0,1,0,49,1,0,0,0,0,0,0,0,0,1,1,2,923.1,0
0,0,1,1,53,1,0,0,0,0,0,0,0,0,2,1,1,1110.35,0
0,0,0,0,27,1,1,1,0,0,1,1,0,0,0,0,0,1611.65,0
1,1,0,0,23,1,0,2,0,1,0,0,1,1,0,1,0,2293.6,1
0,0,0,0,69,1,1,1,1,1,1,1,0,1,2,1,3,5553.25,0
1,0,1,1,2,0,2,1,0,0,0,1,0,0,0,0,2,44.75,0
1,0,0,0,35,1,1,2,0,0,0,0,1,0,0,1,0,3029.1,1
1,0,1,0,46,1,0,1,1,1,0,1,0,1,1,0,1,3231.05,0
1,0,0,0,54,1,1,2,0,1,0,0,1,1,2,1,2,5129.45,0
1,0,1,0,56,1,1,2,0,1,0,0,1,1,1,1,0,5508.35,1
1,0,1,0,9,1,0,2,0,0,1,0,0,0,0,1,2,655.9,1
0,0,0,0,20,1,1,1,1,0,0,1,0,0,0,0,2,1191.2,0
0,0,0,0,11,1,0,2,0,1,0,0,0,0,0,1,1,866.4,0
1,1,1,0,30,1,1,2,0,1,0,0,1,0,0,1,0,2627.2,0
0,0,1,0,68,1,0,1,1,1,1,0,0,1,2,0,2,4741.45,0
0,1,1,0,38,1,1,2,0,1,1,0,1,1,0,1,0,4009.2,0
1,1,1,0,17,1,1,2,1,0,1,0,0,0,0,1,2,1463.45,1
0,0,0,0,48,1,1,2,0,1,1,0,1,1,1,1,3,5082.8,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,43.8,0
0,0,1,1,63,0,2,1,1,1,1,0,1,1,2,0,0,3707.6,0
1,0,0,0,3,1,0,1,0,0,1,0,1,1,1,1,0,220.45,0
1,0,0,0,48,1,1,0,0,0,0,0,0,0,1,0,2,1133.7,0
0,0,0,0,66,0,2,1,0,0,0,1,0,0,1,0,3,1983.15,0
1,0,1,1,68,1,1,2,0,1,1,0,0,0,2,1,3,5746.75,0
0,1,0,0,17,1,0,1,0,0,0,0,0,0,0,1,0,770.6,1
1,0,1,1,7,1,0,0,0,0,0,0,0,0,1,0,1,134.05,0
0,0,1,0,72,1,1,1,1,1,1,1,1,1,2,1,2,6230.1,0
1,0,1,0,29,1,0,0,0,0,0,0,0,0,0,0,1,573.05,0
0,0,1,0,37,1,0,2,0,0,1,1,0,1,0,1,0,3419.3,0
1,0,0,0,34,1,1,2,1,1,1,0,1,1,0,1,1,3587.25,1
1,1,0,0,42,1,1,2,0,0,0,0,1,0,0,1,0,3541.35,1
1,0,1,1,59,1,1,1,1,1,0,1,0,0,1,0,1,3801.3,0
0,0,1,1,11,1,0,2,0,0,0,0,1,0,0,1,2,868.5,1
0,1,1,1,60,1,1,2,1,0,0,0,0,0,0,1,0,4859.1,0
1,0,0,0,27,1,0,1,0,1,0,1,0,0,0,1,1,1439.35,0
1,0,0,0,1,1,1,2,0,0,0,0,0,1,0,0,1,85.8,1
0,1,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,79.1,1
0,0,1,0,17,0,2,1,1,0,1,0,0,0,0,0,1,592.75,0
0,0,1,0,58,1,0,0,0,0,0,0,0,0,2,0,1,1185.95,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,18.8,0
1,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,1,134.5,1
1,0,0,0,53,1,1,2,1,1,1,0,0,0,0,0,0,4921.2,0
0,0,0,0,35,1,1,0,0,0,0,0,0,0,0,1,0,901.25,0
0,0,1,1,50,1,1,2,1,0,1,0,1,1,0,0,3,5341.8,1
0,0,1,1,68,1,1,1,0,1,0,1,0,1,2,0,3,4859.95,0
0,0,1,0,47,1,1,0,0,0,0,0,0,0,0,0,0,1139.2,0
1,1,1,0,65,1,1,2,0,1,1,0,1,1,0,1,2,7082.45,0
0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,1,0,324.6,1
0,0,1,0,51,1,1,2,0,0,0,0,1,1,0,1,0,4812.75,1
1,0,0,0,46,1,1,2,0,0,0,0,1,1,0,0,2,4399.5,1
1,0,0,0,9,1,1,2,0,0,0,0,0,0,0,1,0,663.55,0
1,0,0,0,8,1,0,0,0,0,0,0,0,0,2,0,1,174.65,0
0,0,0,0,14,1,1,0,0,0,0,0,0,0,1,1,3,321.7,0
1,0,0,0,45,1,1,2,1,1,1,1,1,1,0,1,0,5125.5,0
1,0,0,0,8,1,1,2,0,0,0,0,0,0,0,1,3,548.9,0
0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,50.15,1
0,0,1,1,66,1,0,2,1,1,1,0,1,1,1,1,2,7031.3,0
0,0,1,1,72,1,1,1,1,1,1,1,0,0,2,0,3,5016.65,0
1,0,1,0,41,1,1,2,1,1,1,1,1,1,0,1,2,4594.95,1
1,0,1,1,23,1,1,0,0,0,0,0,0,0,2,0,1,611.45,0
1,0,0,0,29,1,0,2,0,0,0,0,1,0,0,1,0,2384.15,1
1,0,0,0,4,1,1,2,1,0,0,0,0,0,0,1,0,319.85,0
0,0,1,1,6,1,1,0,0,0,0,0,0,0,2,0,1,153.3,0
1,1,1,0,67,1,1,2,1,1,1,1,0,1,1,1,3,7035.6,0
0,1,0,1,7,1,0,1,0,0,0,0,0,0,0,1,1,344.2,0
0,0,1,1,56,1,1,0,0,0,0,0,0,0,1,1,1,1431.65,0
1,0,1,0,72,1,1,0,0,0,0,0,0,0,2,0,3,1849.2,0
0,0,1,0,72,1,1,1,1,1,1,0,1,1,2,1,0,6083.1,0
0,0,1,1,23,1,0,0,0,0,0,0,0,0,2,0,3,426.65,0
1,0,0,1,35,1,1,1,0,0,0,0,0,0,0,0,1,1655.35,0
0,1,1,0,27,1,0,2,0,0,0,0,0,0,0,1,0,1943.9,0
1,0,1,1,26,1,1,1,0,1,0,1,0,0,0,1,0,1616.15,1
0,0,1,1,12,1,1,0,0,0,0,0,0,0,1,0,1,314.95,0
1,0,0,0,40,1,0,0,0,0,0,0,0,0,2,0,1,804.85,0
0,0,1,1,7,0,2,1,1,1,1,0,1,1,0,0,1,465.7,0
0,0,1,1,70,1,1,2,1,1,0,0,1,0,0,1,3,6669.05,0
0,0,1,1,60,1,0,0,0,0,0,0,0,0,2,0,3,1161.75,0
0,0,1,1,39,0,2,1,0,0,0,0,0,0,1,1,3,947.75,0
0,0,1,0,72,1,1,2,1,1,1,1,1,1,2,0,3,8375.05,0
1,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,34.7,1
0,0,1,1,54,1,1,1,0,1,0,1,1,0,1,1,0,3770.0,0
0,0,0,0,3,1,1,2,0,0,0,0,0,1,0,1,0,264.8,1
1,0,1,1,63,1,0,1,1,1,1,1,1,0,2,0,3,4707.85,0
0,0,1,1,71,1,1,2,0,1,0,1,0,0,2,1,0,6152.4,0
1,0,0,0,42,1,0,0,0,0,0,0,0,0,1,1,1,958.1,0
0,0,0,0,47,1,0,0,0,0,0,0,0,0,2,0,2,943.0,0
1,0,1,1,66,1,1,2,0,1,1,0,1,1,1,1,3,6615.15,1
1,0,1,0,21,1,1,2,1,0,1,0,1,1,0,1,2,2200.25,1
0,0,0,0,11,0,2,1,0,1,0,1,0,0,0,1,0,425.1,0
0,0,0,1,1,1,1,2,0,0,1,0,1,1,0,1,0,99.75,1
1,1,1,0,55,1,1,2,0,1,1,1,0,0,0,0,0,5044.8,0
0,0,0,0,69,1,1,2,0,1,1,1,1,0,2,1,3,6743.55,0
1,1,0,0,3,1,0,2,0,0,1,0,0,0,0,0,0,196.4,0
0,0,0,0,4,1,0,1,0,0,1,1,1,1,0,1,0,299.7,1
0,1,0,0,30,1,1,1,0,0,1,1,1,0,2,1,3,2093.9,0
1,0,0,0,5,1,1,2,0,0,1,1,0,0,0,1,0,417.75,0
1,0,1,0,71,1,1,0,0,0,0,0,0,0,2,1,3,1725.4,0
1,0,0,0,29,1,1,1,0,1,0,0,0,0,1,1,0,1620.2,0
0,0,1,0,52,1,1,1,0,1,0,1,0,0,0,0,2,3169.55,0
0,0,0,0,68,1,1,1,1,1,1,0,0,1,1,0,3,5233.25,0
1,0,1,1,46,1,0,0,0,0,0,0,0,0,2,0,1,967.85,0
0,0,0,0,8,1,0,1,0,0,0,0,0,1,0,1,3,438.05,0
0,0,1,0,72,1,0,0,0,0,0,0,0,0,2,0,3,1421.9,0
1,0,0,0,17,1,0,0,0,0,0,0,0,0,1,0,2,323.15,0
